model_id,dataset,item_id,dilemma,method_condition,analysis_tier,source_metric,bias_type,bias_score,signed_bias_score,scope,trials,provider_family,model_line,variant_type,deployment,openness,size_class,training_state,reasoning_or_speed_profile,cost_tier,notes
deepseek_v4flash,exp2,exp2::Suicide,Suicide,standard,full,moral_item_bias_metrics,moral_omission_bias,0.0,0.0,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Vet,Vet,standard,full,moral_item_bias_metrics,moral_yes_no_bias,0.0,0.0,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Vet,Vet,standard,full,moral_item_bias_metrics,moral_omission_bias,0.0,0.0,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Christmas,Christmas,standard,full,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Christmas,Christmas,standard,full,moral_item_bias_metrics,moral_omission_bias,1.0,-1.0,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Family Dog,Family Dog,standard,full,moral_item_bias_metrics,moral_yes_no_bias,0.75,-0.75,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Family Dog,Family Dog,standard,full,moral_item_bias_metrics,moral_omission_bias,0.75,-0.75,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Notetaking,Notetaking,standard,full,moral_item_bias_metrics,moral_yes_no_bias,0.7321428571428572,-0.7321428571428572,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Notetaking,Notetaking,standard,full,moral_item_bias_metrics,moral_omission_bias,0.7321428571428572,-0.7321428571428572,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Outfit,Outfit,standard,full,moral_item_bias_metrics,moral_yes_no_bias,0.625,-0.625,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Outfit,Outfit,standard,full,moral_item_bias_metrics,moral_omission_bias,0.625,-0.625,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Pregnant,Pregnant,standard,full,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Pregnant,Pregnant,standard,full,moral_item_bias_metrics,moral_omission_bias,0.5714285714285714,-0.5714285714285714,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Roommate,Roommate,standard,full,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp3,exp3::Roommate,Roommate,standard,full,moral_item_bias_metrics,moral_omission_bias,0.375,-0.375,confirmatory,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Endow,Endow,critique_revise,smoke,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Endow,Endow,critique_revise,smoke,moral_item_bias_metrics,moral_omission_bias,0.5,-0.5,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Medicine,Medicine,critique_revise,smoke,moral_item_bias_metrics,moral_yes_no_bias,0.5,0.5,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Medicine,Medicine,critique_revise,smoke,moral_item_bias_metrics,moral_omission_bias,0.5,0.5,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Endow,Endow,debate,smoke,moral_item_bias_metrics,moral_yes_no_bias,0.0,0.0,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Endow,Endow,debate,smoke,moral_item_bias_metrics,moral_omission_bias,0.0,0.0,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Medicine,Medicine,debate,smoke,moral_item_bias_metrics,moral_yes_no_bias,0.0,0.0,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Medicine,Medicine,debate,smoke,moral_item_bias_metrics,moral_omission_bias,0.5,0.5,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Endow,Endow,standard,smoke,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Endow,Endow,standard,smoke,moral_item_bias_metrics,moral_omission_bias,1.0,-1.0,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Medicine,Medicine,standard,smoke,moral_item_bias_metrics,moral_yes_no_bias,1.0,1.0,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4flash,exp2,exp2::Medicine,Medicine,standard,smoke,moral_item_bias_metrics,moral_omission_bias,1.0,1.0,smoke,,deepseek,deepseek-v4,flash_api,api,closed_or_hosted,large_unknown,api_aligned,fast_commercial,low,DeepSeek V4 Flash API
deepseek_v4pro,exp2,exp2::Endow,Endow,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.1494252873563218,0.1494252873563218,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Endow,Endow,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.2988505747126436,-0.2988505747126436,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Medicine,Medicine,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.5454545454545454,0.5454545454545454,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Medicine,Medicine,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.3068181818181817,0.3068181818181817,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::RAF,RAF,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.1818181818181817,-0.1818181818181817,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::RAF,RAF,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.0454545454545454,0.0454545454545454,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Ransom,Ransom,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0795454545454545,-0.0795454545454545,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Ransom,Ransom,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.0227272727272727,-0.0227272727272727,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Suicide,Suicide,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.2045454545454545,-0.2045454545454545,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Suicide,Suicide,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.2272727272727273,-0.2272727272727273,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Vet,Vet,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0227272727272727,-0.0227272727272727,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Vet,Vet,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.0454545454545454,-0.0454545454545454,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Christmas,Christmas,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0535714285714284,-0.0535714285714284,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Christmas,Christmas,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.7678571428571429,0.7678571428571429,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Family Dog,Family Dog,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.1785714285714285,0.1785714285714285,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Family Dog,Family Dog,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.1785714285714285,0.1785714285714285,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Notetaking,Notetaking,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.2499999999999999,-0.2499999999999999,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Notetaking,Notetaking,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.2499999999999999,-0.2499999999999999,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Outfit,Outfit,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.1607142857142857,-0.1607142857142857,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Outfit,Outfit,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.0357142857142857,-0.0357142857142857,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Pregnant,Pregnant,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0535714285714284,0.0535714285714284,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Pregnant,Pregnant,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.2321428571428571,0.2321428571428571,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Roommate,Roommate,critique_revise,partial,moral_item_bias_metrics,moral_yes_no_bias,0.125,-0.125,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Roommate,Roommate,critique_revise,partial,moral_item_bias_metrics,moral_omission_bias,0.2678571428571428,-0.2678571428571428,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Endow,Endow,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0892857142857143,0.0892857142857143,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Endow,Endow,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.0535714285714286,-0.0535714285714286,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Medicine,Medicine,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0357142857142857,-0.0357142857142857,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Medicine,Medicine,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.1428571428571429,-0.1428571428571429,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::RAF,RAF,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.1428571428571429,0.1428571428571429,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::RAF,RAF,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.0178571428571427,-0.0178571428571427,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Ransom,Ransom,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0535714285714284,0.0535714285714284,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Ransom,Ransom,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.0535714285714286,-0.0535714285714286,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Suicide,Suicide,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.2857142857142857,0.2857142857142857,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Suicide,Suicide,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.1785714285714285,-0.1785714285714285,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Vet,Vet,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.1607142857142858,-0.1607142857142858,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Vet,Vet,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.0178571428571427,0.0178571428571427,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Christmas,Christmas,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.4642857142857142,-0.4642857142857142,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Christmas,Christmas,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.3928571428571428,-0.3928571428571428,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Family Dog,Family Dog,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0535714285714284,0.0535714285714284,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Family Dog,Family Dog,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.0714285714285715,-0.0714285714285715,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Notetaking,Notetaking,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.1428571428571428,-0.1428571428571428,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Notetaking,Notetaking,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.0892857142857143,-0.0892857142857143,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Outfit,Outfit,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0178571428571428,-0.0178571428571428,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Outfit,Outfit,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.4464285714285714,-0.4464285714285714,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Pregnant,Pregnant,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.375,-0.375,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Pregnant,Pregnant,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.0714285714285714,0.0714285714285714,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Roommate,Roommate,debate,partial,moral_item_bias_metrics,moral_yes_no_bias,0.0714285714285714,0.0714285714285714,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Roommate,Roommate,debate,partial,moral_item_bias_metrics,moral_omission_bias,0.0535714285714286,0.0535714285714286,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Endow,Endow,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Endow,Endow,standard,partial,moral_item_bias_metrics,moral_omission_bias,1.0,-1.0,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Medicine,Medicine,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,0.8571428571428572,0.8571428571428572,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Medicine,Medicine,standard,partial,moral_item_bias_metrics,moral_omission_bias,0.625,0.625,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::RAF,RAF,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,0.8928571428571429,0.8928571428571429,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::RAF,RAF,standard,partial,moral_item_bias_metrics,moral_omission_bias,0.9107142857142856,0.9107142857142856,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Ransom,Ransom,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,1.0,1.0,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Ransom,Ransom,standard,partial,moral_item_bias_metrics,moral_omission_bias,1.0,1.0,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Suicide,Suicide,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,0.3035714285714286,-0.3035714285714286,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Suicide,Suicide,standard,partial,moral_item_bias_metrics,moral_omission_bias,0.3392857142857143,-0.3392857142857143,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Vet,Vet,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,0.1785714285714286,0.1785714285714286,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp2,exp2::Vet,Vet,standard,partial,moral_item_bias_metrics,moral_omission_bias,0.4464285714285714,0.4464285714285714,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Christmas,Christmas,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Christmas,Christmas,standard,partial,moral_item_bias_metrics,moral_omission_bias,1.0,-1.0,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Family Dog,Family Dog,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,0.6785714285714286,-0.6785714285714286,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Family Dog,Family Dog,standard,partial,moral_item_bias_metrics,moral_omission_bias,1.0,-1.0,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Notetaking,Notetaking,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,1.0,-1.0,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Notetaking,Notetaking,standard,partial,moral_item_bias_metrics,moral_omission_bias,1.0,-1.0,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Outfit,Outfit,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,0.9821428571428572,-0.9821428571428572,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Outfit,Outfit,standard,partial,moral_item_bias_metrics,moral_omission_bias,0.9821428571428572,-0.9821428571428572,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
deepseek_v4pro,exp3,exp3::Pregnant,Pregnant,standard,partial,moral_item_bias_metrics,moral_yes_no_bias,0.5357142857142857,-0.5357142857142857,exploratory_partial,,deepseek,deepseek-v4,pro_api,api,closed_or_hosted,large_unknown,api_aligned,pro_commercial,medium,DeepSeek V4 Pro API
